Leo Okabe
Kei Honda
1,2,6,0,0,0
22,3,4,0,0,0
6,7,6,0,0,0
23,4,4,0,0,0
14,4,8,0,0,0
27,8,4,0,0,0
1,2,5,0,0,0
38,3,3,0,0,0
2,3,6,0,0,0
27,8,5,0,0,0
18,7,7,0,0,0
36,3,2,0,0,0
19,6,8,0,0,0
33,6,2,0,0,0
13,8,8,0,0,0
26,7,4,0,0,0
14,3,7,0,0,0
35,5,2,0,0,0
16,5,8,0,0,0
33,7,3,0,0,0
14,2,6,0,0,0
23,4,5,0,0,0
15,7,8,0,0,0
35,4,3,0,0,0
2,3,5,0,0,0
34,4,2,0,0,0
19,7,9,0,0,0
33,6,4,0,0,0
2,3,4,0,0,0
35,3,4,0,0,0
22,3,5,0,0,1
35,4,4,0,0,0
1,2,4,0,0,0
21,2,4,0,0,0
14,1,5,0,0,0
35,3,5,0,0,0
14,2,4,0,0,0
38,7,7,1,0,0
13,7,7,0,0,0
18,5,5,0,0,1
38,3,7,0,0,1
18,3,7,1,0,0
12,3,7,0,0,0
2,2,7,0,0,1
17,2,7,0,0,0
1,2,6,0,0,1
17,2,9,0,0,0
35,3,4,0,0,0
17,2,6,0,0,0
38,4,4,0,0,1
17,2,9,0,0,0
22,2,6,0,0,1
21,2,5,0,0,1
34,4,3,0,0,0
2,3,5,0,0,1
35,3,5,0,0,0
14,3,5,0,0,0
38,3,5,0,0,0
12,4,5,0,0,0
22,2,7,1,0,0
17,2,7,0,0,0
14,3,6,0,0,1
1,3,3,0,0,1
32,3,3,0,0,0
12,3,3,1,0,0
14,2,7,0,0,0
12,3,2,1,1,0
34,3,2,0,0,0
18,7,1,0,0,1
37,7,2,0,0,0
32,5,4,0,0,1
33,7,3,0,0,0
35,6,2,0,0,1
33,6,2,0,0,0
18,6,2,1,0,0
37,6,2,0,0,0
32,6,2,1,0,0
39,6,2,0,0,0
37,8,2,0,0,1
12,7,2,0,0,1
37,8,1,1,0,0
17,3,9,0,0,1
19,8,8,0,0,0
27,8,6,0,0,0
33,5,1,0,0,1
39,7,3,0,0,0
13,6,6,0,0,0
25,6,4,0,0,0
31,5,5,0,0,1
27,8,7,1,0,0
15,8,7,0,0,0
2,8,2,0,0,1
33,6,2,0,0,0
39,8,3,0,0,0
36,7,3,0,0,1
39,9,4,0,0,0
8,9,6,0,0,0
